,level,order,adjacency_matrix,solution,nodes_to_traverse
20,7,24,"   A B C D E F G H I J K L M N O P Q R S T U V W X Y
 A 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 3 0 3
 B 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 C 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
 D 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
 E 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 F 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 G 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 5 0 0 0
 H 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
 I 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0
 J 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
 K 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 L 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0
 M 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
 N 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 O 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
 P 0 0 0 0 0 4 0 0 0 0 0 0 2 0 0 0 4 0 0 0 0 0 0 0 0
 Q 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 R 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 S 0 0 0 5 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
 T 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 U 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0
 V 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 W 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
 X 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0
 Y 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0",J -> T -> O -> S -> Y -> Q -> B -> K -> U -> F -> H,"('J', 'H')"
21,8,20,"   A B C D E F G H I J K L M N O P Q R S T U V W
 A 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 4 0 0
 B 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 3
 C 0 0 0 0 0 4 0 0 0 0 2 0 0 4 0 0 0 0 0 0 0 0 0
 D 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
 E 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
 F 0 0 0 0 0 0 0 2 0 0 0 0 3 0 0 3 0 0 0 0 0 0 0
 G 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 1 0
 H 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 I 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 3 2 0 0 0
 J 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 K 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
 L 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 M 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 N 0 3 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
 O 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 Q 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
 R 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 T 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0 0 0 0
 U 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
 V 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
 W 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0",No possible path from L to J,"('L', 'J')"
22,8,19,"   A B C D E F G H I J K L M N O P Q R S T U V W X Y
 A 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 B 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
 C 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 D 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 E 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
 F 0 0 0 0 0 0 0 0 0 0 0 0 5 5 0 0 0 0 0 3 0 2 0 0 0
 G 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 H 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 I 0 0 4 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
 J 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 K 0 0 0 0 0 0 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
 L 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0
 M 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 N 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 O 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
 P 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0
 Q 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 4 0
 R 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0
 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 T 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 U 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 V 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 W 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 2 0 0 0 0
 X 0 0 0 0 0 0 0 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 Y 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0",No possible path from B to S,"('B', 'S')"
23,8,18,"   A B C D E F G H I J K L M N O P Q R S T U V W X Y
 A 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 B 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0
 C 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0
 D 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 E 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 F 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 G 0 0 2 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
 H 0 0 0 0 0 4 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
 I 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 2 0 0 0 0 0 0 0 0
 J 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
 K 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 L 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 M 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1
 N 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 O 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
 P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
 Q 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 R 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 S 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 T 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0
 U 0 0 0 0 0 0 0 0 0 0 0 5 0 4 0 0 0 0 0 5 0 0 0 0 0
 V 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 W 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 1 3
 X 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 Y 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0",No possible path from Q to O,"('Q', 'O')"
24,9,17,"   A B C D E F G H I J K L M N O P Q
 A 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 B 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1
 C 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1
 D 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
 E 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 F 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 G 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 H 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0
 I 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 J 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 K 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0
 L 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0
 M 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0
 N 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
 O 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 P 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 Q 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0",This is not a valid eulerian graph,0
25,9,19,"   A B C D E F G H I J K L M N O P Q R S
 A 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
 B 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 C 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 D 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
 E 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
 F 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 G 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
 H 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
 I 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 J 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0
 K 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 L 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 M 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 N 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 O 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1
 P 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
 Q 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
 R 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0
 S 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0",This is a valid eulerian graph,2
26,9,19,"   A B C D E F G H I J K L M N O P Q R S
 A 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0
 B 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0
 C 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
 D 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1
 E 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 F 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0
 G 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 H 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
 I 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 J 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
 K 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 L 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 M 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 N 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
 O 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 Q 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0
 R 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 S 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0",This is not a valid eulerian graph,0
27,10,25,"   A B C D E F G H I J K L M N O P Q R S T U V W X Y Z
 A 0 0 0 0 0 0 0 0 0 2 0 5 5 0 0 0 0 0 0 0 0 0 3 0 0 0
 B 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 4 0
 C 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
 D 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0
 E 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 F 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 3
 G 0 0 0 0 4 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 H 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 I 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 J 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 K 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 L 5 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
 M 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
 N 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 O 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1
 P 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 5 0 0
 Q 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 3 0 0 0 0 0 0 0
 R 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
 T 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 U 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 V 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
 W 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 X 0 0 0 5 0 0 0 0 0 0 0 0 0 0 3 5 0 0 0 0 0 0 0 0 0 0
 Y 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 Z 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 3 0 0 0 0","Path from P to Q: P -> M -> A -> J -> L -> Q
Path from Q to J: Q -> L -> J","('P', 'Q', 'J')"
28,10,19,"   A B C D E F G H I J K L M N O P Q R S T U V W X
 A 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
 B 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 C 0 4 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 2 0 3 0
 D 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
 E 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
 F 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
 G 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 H 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 I 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0
 J 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
 K 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0
 L 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 M 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0
 N 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
 O 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 0 0 0 0 0 0 0
 P 0 0 0 0 0 2 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0
 Q 0 0 0 0 5 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0
 R 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 2 0 0 0 0 0
 S 0 0 0 0 0 0 0 0 0 5 1 1 0 0 0 0 0 2 0 0 0 0 0 3
 T 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
 U 0 0 2 0 0 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 3
 V 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 W 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 X 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 3 0 0 0","Path from B to A: B -> C -> W -> A
Path from A to J: A -> H -> J","('B', 'A', 'J')"
29,10,25,"   A B C D E F G H I J K L M N O P Q R S T U V W X Y Z
 A 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0
 B 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
 C 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 D 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 E 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
 F 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
 G 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
 H 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 5 2 0 0 0 0 0
 I 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 J 0 0 0 0 0 0 0 0 0 0 5 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
 K 0 0 0 0 0 4 0 0 0 5 0 0 0 0 0 0 0 5 0 0 0 0 3 0 0 0
 L 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
 M 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
 N 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 O 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 Q 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 R 0 0 0 0 0 0 0 0 0 0 5 0 4 0 0 0 0 0 0 0 0 4 0 0 0 0
 S 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 5 0
 T 0 0 0 0 0 0 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 U 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 V 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 0 0 0 0 0
 W 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 X 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
 Y 3 0 0 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
 Z 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0","Path from P to U: P -> V -> R -> K -> F -> Y -> A -> O -> H -> U
Path from U to M: U -> H -> O -> A -> Y -> F -> K -> R -> M","('P', 'U', 'M')"
